date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2022-09-01,Rajamahendravaram,1.0,Good,23,PM10
2022-09-02,Rajamahendravaram,1.0,Good,18,CO
2022-09-03,Rajamahendravaram,1.0,Good,19,PM10
2022-09-04,Rajamahendravaram,1.0,Good,21,PM10
2022-09-05,Rajamahendravaram,1.0,Good,32,PM10
2022-09-06,Rajamahendravaram,1.0,Good,28,PM10
2022-09-08,Rajamahendravaram,1.0,Good,20,CO
2022-09-09,Rajamahendravaram,1.0,Good,19,CO
2022-09-10,Rajamahendravaram,1.0,Good,18,CO
2022-09-11,Rajamahendravaram,1.0,Good,15,CO
2022-09-12,Rajamahendravaram,1.0,Good,19,PM10
2022-09-13,Rajamahendravaram,1.0,Good,33,PM10
2022-09-14,Rajamahendravaram,1.0,Good,42,PM10
2022-09-15,Rajamahendravaram,1.0,Good,50,PM10
2022-09-16,Rajamahendravaram,1.0,Good,34,PM10
2022-09-17,Rajamahendravaram,1.0,Good,37,PM10
2022-09-18,Rajamahendravaram,1.0,Good,28,PM10
2022-09-19,Rajamahendravaram,1.0,Good,23,CO
2022-09-20,Rajamahendravaram,1.0,Good,22,CO
2022-09-21,Rajamahendravaram,1.0,Good,36,PM10
2022-09-22,Rajamahendravaram,1.0,Good,40,PM10
2022-09-23,Rajamahendravaram,1.0,Good,30,PM10
2022-09-24,Rajamahendravaram,1.0,Good,42,PM10
2022-09-25,Rajamahendravaram,1.0,Satisfactory,58,PM10
2022-09-26,Rajamahendravaram,1.0,Good,46,PM10
2022-09-27,Rajamahendravaram,1.0,Good,33,CO
2022-09-28,Rajamahendravaram,1.0,Good,47,PM10
2022-09-29,Rajamahendravaram,1.0,Good,21,PM10
2022-09-30,Rajamahendravaram,1.0,Good,29,CO
2022-10-01,Rajamahendravaram,1.0,Good,36,CO
2022-10-02,Rajamahendravaram,1.0,Good,44,PM10
2022-10-03,Rajamahendravaram,1.0,Satisfactory,72,PM10
2022-10-04,Rajamahendravaram,1.0,Satisfactory,54,PM10
2022-10-05,Rajamahendravaram,1.0,Good,47,PM10
2022-10-06,Rajamahendravaram,1.0,Good,34,CO
2022-10-07,Rajamahendravaram,1.0,Good,18,PM10
2022-10-08,Rajamahendravaram,1.0,Good,25,PM10
2022-10-09,Rajamahendravaram,1.0,Good,24,CO
2022-10-10,Rajamahendravaram,1.0,Good,34,CO
2022-10-11,Rajamahendravaram,1.0,Good,24,CO
2022-10-12,Rajamahendravaram,1.0,Good,23,CO
2022-10-13,Rajamahendravaram,1.0,Good,20,CO
2022-10-14,Rajamahendravaram,1.0,Good,35,CO
2022-10-15,Rajamahendravaram,1.0,Good,34,CO
2022-10-16,Rajamahendravaram,1.0,Good,21,CO
2022-10-17,Rajamahendravaram,1.0,Good,22,CO
2022-10-18,Rajamahendravaram,1.0,Good,39,PM10
2022-10-19,Rajamahendravaram,1.0,Good,37,PM2.5
2022-10-20,Rajamahendravaram,1.0,Satisfactory,56,PM10
2022-10-21,Rajamahendravaram,1.0,Satisfactory,58,PM10
2022-10-22,Rajamahendravaram,1.0,Satisfactory,76,PM10
2022-10-23,Rajamahendravaram,1.0,Satisfactory,88,PM10
2022-10-24,Rajamahendravaram,1.0,Satisfactory,77,PM10
2022-10-25,Rajamahendravaram,1.0,Satisfactory,90,PM10
2022-10-26,Rajamahendravaram,1.0,Moderate,118,PM2.5
2022-10-27,Rajamahendravaram,1.0,Satisfactory,83,PM2.5
2022-10-28,Rajamahendravaram,1.0,Satisfactory,78,PM10
2022-10-29,Rajamahendravaram,1.0,Satisfactory,92,PM2.5
2022-10-30,Rajamahendravaram,1.0,Moderate,124,PM2.5
2022-10-31,Rajamahendravaram,1.0,Moderate,135,PM2.5
2022-11-01,Rajamahendravaram,1.0,Moderate,101,PM2.5
2022-11-02,Rajamahendravaram,1.0,Satisfactory,77,PM10
2022-11-03,Rajamahendravaram,1.0,Satisfactory,83,PM10
2022-11-04,Rajamahendravaram,1.0,Satisfactory,66,PM10
2022-11-05,Rajamahendravaram,1.0,Satisfactory,68,PM10
2022-11-06,Rajamahendravaram,1.0,Moderate,102,PM10
2022-11-07,Rajamahendravaram,1.0,Moderate,131,PM2.5
2022-11-08,Rajamahendravaram,1.0,Moderate,160,PM2.5
2022-11-09,Rajamahendravaram,1.0,Moderate,140,PM2.5
2022-11-10,Rajamahendravaram,1.0,Moderate,107,PM2.5
2022-11-11,Rajamahendravaram,1.0,Moderate,101,PM10
2022-11-12,Rajamahendravaram,1.0,Satisfactory,97,PM10
2022-11-13,Rajamahendravaram,1.0,Moderate,128,PM2.5
2022-11-14,Rajamahendravaram,1.0,Moderate,131,PM2.5
2022-11-15,Rajamahendravaram,1.0,Moderate,137,PM2.5
2022-11-16,Rajamahendravaram,1.0,Moderate,143,PM2.5
2022-11-17,Rajamahendravaram,1.0,Moderate,157,PM2.5
2022-11-18,Rajamahendravaram,1.0,Moderate,115,PM2.5
2022-11-19,Rajamahendravaram,1.0,Satisfactory,97,PM10
2022-11-20,Rajamahendravaram,1.0,Moderate,108,PM10
2022-11-21,Rajamahendravaram,1.0,Satisfactory,87,PM10
2022-11-22,Rajamahendravaram,1.0,Satisfactory,80,PM10
2022-11-23,Rajamahendravaram,1.0,Satisfactory,57,PM10
2022-11-24,Rajamahendravaram,1.0,Good,49,PM10
2022-11-25,Rajamahendravaram,1.0,Good,37,PM10
2022-11-26,Rajamahendravaram,1.0,Moderate,152,PM2.5
2022-11-27,Rajamahendravaram,1.0,Moderate,178,PM2.5
2022-11-28,Rajamahendravaram,1.0,Moderate,140,PM2.5
2022-11-29,Rajamahendravaram,1.0,Moderate,153,PM2.5
2022-11-30,Rajamahendravaram,1.0,Moderate,170,PM2.5
2022-12-01,Rajamahendravaram,1.0,Moderate,142,PM2.5
2022-12-02,Rajamahendravaram,1.0,Satisfactory,78,PM10
2022-12-03,Rajamahendravaram,1.0,Moderate,106,PM2.5
2022-12-04,Rajamahendravaram,1.0,Moderate,144,PM2.5
2022-12-05,Rajamahendravaram,1.0,Poor,247,PM2.5
2022-12-06,Rajamahendravaram,1.0,Poor,275,PM2.5
2022-12-07,Rajamahendravaram,1.0,Poor,242,PM2.5
2022-12-08,Rajamahendravaram,1.0,Moderate,177,PM2.5
2022-12-09,Rajamahendravaram,1.0,Moderate,170,PM2.5
2022-12-10,Rajamahendravaram,1.0,Satisfactory,66,PM2.5
2022-12-11,Rajamahendravaram,1.0,Satisfactory,55,PM2.5
2022-12-12,Rajamahendravaram,1.0,Good,40,PM2.5
2022-12-13,Rajamahendravaram,1.0,Satisfactory,55,PM10
2022-12-14,Rajamahendravaram,1.0,Satisfactory,83,PM2.5
2022-12-15,Rajamahendravaram,1.0,Moderate,124,PM2.5
2022-12-16,Rajamahendravaram,1.0,Moderate,106,PM2.5
2022-12-17,Rajamahendravaram,1.0,Moderate,196,PM2.5
2022-12-18,Rajamahendravaram,1.0,Moderate,157,PM2.5
2022-12-19,Rajamahendravaram,1.0,Moderate,159,PM2.5
2022-12-20,Rajamahendravaram,1.0,Moderate,162,PM2.5
2022-12-21,Rajamahendravaram,1.0,Moderate,180,PM2.5
2022-12-22,Rajamahendravaram,1.0,Poor,254,PM2.5
2022-12-23,Rajamahendravaram,1.0,Poor,243,PM2.5
2022-12-24,Rajamahendravaram,1.0,Moderate,136,PM10
2022-12-25,Rajamahendravaram,1.0,Satisfactory,84,PM10
2022-12-26,Rajamahendravaram,1.0,Satisfactory,66,PM10
2022-12-27,Rajamahendravaram,1.0,Satisfactory,60,PM10
2022-12-28,Rajamahendravaram,1.0,Good,46,PM10
2022-12-29,Rajamahendravaram,1.0,Good,46,PM10
2022-12-30,Rajamahendravaram,1.0,Satisfactory,80,PM10
2022-12-31,Rajamahendravaram,1.0,Satisfactory,94,PM10
2023-01-01,Rajamahendravaram,1.0,Satisfactory,72,PM10
2023-01-02,Rajamahendravaram,1.0,Satisfactory,76,PM10
2023-01-03,Rajamahendravaram,1.0,Satisfactory,75,PM10
2023-01-04,Rajamahendravaram,1.0,Satisfactory,94,PM2.5
2023-01-05,Rajamahendravaram,1.0,Moderate,161,PM2.5
2023-01-06,Rajamahendravaram,1.0,Poor,287,PM2.5
2023-01-07,Rajamahendravaram,1.0,Poor,292,PM2.5
2023-01-08,Rajamahendravaram,1.0,Poor,208,PM2.5
2023-01-09,Rajamahendravaram,1.0,Moderate,162,PM2.5
2023-01-10,Rajamahendravaram,1.0,Moderate,182,PM2.5
2023-01-11,Rajamahendravaram,1.0,Moderate,193,PM2.5
2023-01-12,Rajamahendravaram,1.0,Poor,205,PM2.5
2023-01-13,Rajamahendravaram,1.0,Moderate,184,PM2.5
2023-01-14,Rajamahendravaram,1.0,Moderate,200,PM2.5
2023-01-15,Rajamahendravaram,1.0,Moderate,138,PM2.5
2023-01-16,Rajamahendravaram,1.0,Satisfactory,87,PM2.5
2023-01-17,Rajamahendravaram,1.0,Satisfactory,95,PM2.5
2023-01-18,Rajamahendravaram,1.0,Moderate,103,PM2.5
2023-01-19,Rajamahendravaram,1.0,Moderate,121,PM2.5
2023-01-20,Rajamahendravaram,1.0,Moderate,131,PM2.5
2023-01-21,Rajamahendravaram,1.0,Moderate,135,PM2.5
2023-01-22,Rajamahendravaram,1.0,Poor,211,PM2.5
2023-01-23,Rajamahendravaram,1.0,Poor,202,PM2.5
2023-01-24,Rajamahendravaram,1.0,Moderate,158,PM2.5
2023-01-25,Rajamahendravaram,1.0,Moderate,136,PM2.5
2023-01-26,Rajamahendravaram,1.0,Moderate,187,PM2.5
2023-01-27,Rajamahendravaram,1.0,Moderate,173,PM2.5
2023-01-28,Rajamahendravaram,1.0,Moderate,144,PM2.5
2023-01-29,Rajamahendravaram,1.0,Poor,244,PM2.5
2023-01-30,Rajamahendravaram,1.0,Moderate,135,PM2.5
2023-01-31,Rajamahendravaram,1.0,Moderate,134,PM2.5
2023-02-01,Rajamahendravaram,1.0,Moderate,143,PM2.5
2023-02-02,Rajamahendravaram,1.0,Moderate,152,PM2.5
2023-02-03,Rajamahendravaram,1.0,Moderate,132,PM2.5
2023-02-04,Rajamahendravaram,1.0,Moderate,108,PM2.5
2023-02-05,Rajamahendravaram,1.0,Moderate,182,PM2.5
2023-02-07,Rajamahendravaram,1.0,Moderate,113,PM2.5
2023-02-08,Rajamahendravaram,1.0,Moderate,110,PM2.5
2023-02-09,Rajamahendravaram,1.0,Satisfactory,90,PM10
2023-02-10,Rajamahendravaram,1.0,Satisfactory,77,PM10
2023-02-11,Rajamahendravaram,1.0,Satisfactory,85,PM10
2023-02-12,Rajamahendravaram,1.0,Satisfactory,89,PM10
2023-02-13,Rajamahendravaram,1.0,Satisfactory,99,PM10
2023-02-14,Rajamahendravaram,1.0,Moderate,114,PM10
2023-02-15,Rajamahendravaram,1.0,Moderate,108,PM10
2023-02-16,Rajamahendravaram,1.0,Moderate,104,PM10
2023-02-17,Rajamahendravaram,1.0,Satisfactory,94,PM10
2023-02-18,Rajamahendravaram,1.0,Moderate,101,PM10
2023-02-19,Rajamahendravaram,1.0,Satisfactory,61,PM10
2023-02-20,Rajamahendravaram,1.0,Satisfactory,69,PM10
2023-02-21,Rajamahendravaram,1.0,Satisfactory,55,PM10
2023-02-22,Rajamahendravaram,1.0,Satisfactory,74,PM10
2023-02-23,Rajamahendravaram,1.0,Satisfactory,90,PM10
2023-02-24,Rajamahendravaram,1.0,Satisfactory,92,PM10
2023-02-25,Rajamahendravaram,1.0,Satisfactory,78,PM10
2023-02-26,Rajamahendravaram,1.0,Satisfactory,77,PM10
2023-02-27,Rajamahendravaram,1.0,Satisfactory,92,PM10
2023-02-28,Rajamahendravaram,1.0,Moderate,118,PM2.5
2023-03-01,Rajamahendravaram,1.0,Moderate,153,PM2.5
2023-03-02,Rajamahendravaram,1.0,Moderate,163,PM2.5
2023-03-03,Rajamahendravaram,1.0,Poor,202,PM2.5
2023-03-04,Rajamahendravaram,1.0,Poor,215,PM2.5
2023-03-05,Rajamahendravaram,1.0,Moderate,184,PM2.5
2023-03-07,Rajamahendravaram,1.0,Moderate,140,PM2.5
2023-03-08,Rajamahendravaram,1.0,Moderate,139,PM10
2023-03-09,Rajamahendravaram,1.0,Moderate,115,PM2.5
2023-03-10,Rajamahendravaram,1.0,Moderate,151,PM2.5
2023-03-11,Rajamahendravaram,1.0,Moderate,122,PM10
2023-03-12,Rajamahendravaram,1.0,Moderate,141,PM2.5
2023-03-13,Rajamahendravaram,1.0,Moderate,185,PM2.5
2023-03-14,Rajamahendravaram,1.0,Moderate,194,PM2.5
2023-03-15,Rajamahendravaram,1.0,Moderate,171,PM2.5
2023-03-16,Rajamahendravaram,1.0,Satisfactory,80,PM10
2023-03-17,Rajamahendravaram,1.0,Satisfactory,51,PM10
2023-03-18,Rajamahendravaram,1.0,Satisfactory,57,PM10
2023-03-19,Rajamahendravaram,1.0,Good,22,NO2
2023-03-20,Rajamahendravaram,1.0,Good,33,PM10
2023-03-21,Rajamahendravaram,1.0,Good,39,PM10
2023-03-22,Rajamahendravaram,1.0,Good,27,PM10
2023-03-23,Rajamahendravaram,1.0,Good,27,PM10
2023-03-25,Rajamahendravaram,1.0,Good,33,PM10
2023-03-26,Rajamahendravaram,1.0,Good,42,PM10
2023-03-27,Rajamahendravaram,1.0,Good,29,PM10
2023-03-28,Rajamahendravaram,1.0,Good,40,PM10
2023-03-29,Rajamahendravaram,1.0,Good,38,PM10
2023-03-30,Rajamahendravaram,1.0,Good,41,PM10
2023-03-31,Rajamahendravaram,1.0,Good,27,PM10
2023-04-01,Rajamahendravaram,1.0,Good,33,PM10
2023-04-02,Rajamahendravaram,1.0,Good,34,PM10
2023-04-03,Rajamahendravaram,1.0,Good,36,PM10
2023-04-04,Rajamahendravaram,1.0,Good,28,PM10
2023-04-08,Rajamahendravaram,1.0,Good,33,PM10
2023-04-11,Rajamahendravaram,1.0,Satisfactory,84,PM10
2023-04-12,Rajamahendravaram,1.0,Satisfactory,85,PM10
2023-04-13,Rajamahendravaram,1.0,Satisfactory,83,PM10
2023-04-14,Rajamahendravaram,1.0,Satisfactory,84,PM10
2023-04-15,Rajamahendravaram,1.0,Satisfactory,92,PM10
2023-04-16,Rajamahendravaram,1.0,Moderate,111,PM10
2023-04-17,Rajamahendravaram,1.0,Moderate,102,PM10
2023-04-18,Rajamahendravaram,1.0,Moderate,102,PM10
2023-04-19,Rajamahendravaram,1.0,Satisfactory,77,PM10
2023-04-20,Rajamahendravaram,1.0,Satisfactory,72,PM10
2023-04-21,Rajamahendravaram,1.0,Satisfactory,88,PM10
2023-04-22,Rajamahendravaram,1.0,Satisfactory,82,PM10
2023-04-23,Rajamahendravaram,1.0,Good,39,PM10
2023-04-24,Rajamahendravaram,1.0,Good,42,PM10
2023-04-25,Rajamahendravaram,1.0,Good,34,PM10
2023-04-26,Rajamahendravaram,1.0,Good,46,PM10
2023-04-27,Rajamahendravaram,1.0,Satisfactory,67,PM10
2023-04-28,Rajamahendravaram,1.0,Satisfactory,71,PM10
2023-04-29,Rajamahendravaram,1.0,Satisfactory,67,PM10
2023-04-30,Rajamahendravaram,1.0,Good,45,PM10
2023-05-01,Rajamahendravaram,1.0,Good,44,PM10
2023-05-02,Rajamahendravaram,1.0,Good,26,CO
2023-05-03,Rajamahendravaram,1.0,Good,30,CO
2023-05-04,Rajamahendravaram,1.0,Good,21,NO2
2023-05-05,Rajamahendravaram,1.0,Good,22,CO
2023-05-06,Rajamahendravaram,1.0,Good,20,PM10
2023-05-07,Rajamahendravaram,1.0,Good,27,CO
2023-05-08,Rajamahendravaram,1.0,Good,30,PM10
2023-05-09,Rajamahendravaram,1.0,Satisfactory,53,PM10
2023-05-10,Rajamahendravaram,1.0,Good,50,PM10
2023-05-11,Rajamahendravaram,1.0,Good,43,PM10
2023-05-12,Rajamahendravaram,1.0,Satisfactory,66,PM10
2023-05-13,Rajamahendravaram,1.0,Satisfactory,75,PM10
2023-05-14,Rajamahendravaram,1.0,Moderate,115,PM10
2023-05-15,Rajamahendravaram,1.0,Moderate,131,PM10
2023-05-16,Rajamahendravaram,1.0,Moderate,130,PM10
2023-05-17,Rajamahendravaram,1.0,Moderate,103,PM10
2023-05-18,Rajamahendravaram,1.0,Satisfactory,70,PM10
2023-05-19,Rajamahendravaram,1.0,Satisfactory,57,PM10
2023-05-20,Rajamahendravaram,1.0,Satisfactory,67,PM10
2023-05-21,Rajamahendravaram,1.0,Satisfactory,64,PM10
2023-05-22,Rajamahendravaram,1.0,Satisfactory,60,PM10
2023-05-23,Rajamahendravaram,1.0,Satisfactory,57,PM10
2023-05-24,Rajamahendravaram,1.0,Satisfactory,66,PM10
2023-05-25,Rajamahendravaram,1.0,Satisfactory,78,PM10
2023-05-26,Rajamahendravaram,1.0,Satisfactory,74,PM10
2023-05-27,Rajamahendravaram,1.0,Satisfactory,66,PM10
2023-05-28,Rajamahendravaram,1.0,Satisfactory,98,PM10
2023-05-29,Rajamahendravaram,1.0,Satisfactory,56,PM10
2023-05-30,Rajamahendravaram,1.0,Good,45,PM10
2023-05-31,Rajamahendravaram,1.0,Satisfactory,70,PM10
2023-06-01,Rajamahendravaram,1.0,Satisfactory,73,PM10
2023-06-02,Rajamahendravaram,1.0,Satisfactory,95,PM10
2023-06-03,Rajamahendravaram,1.0,Moderate,108,PM10
2023-06-05,Rajamahendravaram,1.0,Satisfactory,65,PM10
2023-06-06,Rajamahendravaram,1.0,Satisfactory,86,PM10
2023-06-07,Rajamahendravaram,1.0,Satisfactory,95,PM10
2023-06-08,Rajamahendravaram,1.0,Satisfactory,87,PM10
2023-06-09,Rajamahendravaram,1.0,Satisfactory,85,PM10
2023-06-10,Rajamahendravaram,1.0,Satisfactory,80,PM10
2023-06-11,Rajamahendravaram,1.0,Satisfactory,60,PM10
2023-06-12,Rajamahendravaram,1.0,Satisfactory,59,PM10
2023-06-13,Rajamahendravaram,1.0,Satisfactory,65,PM10
2023-06-14,Rajamahendravaram,1.0,Satisfactory,77,PM10
2023-06-15,Rajamahendravaram,1.0,Satisfactory,81,PM10
2023-06-16,Rajamahendravaram,1.0,Satisfactory,94,PM10
2023-06-17,Rajamahendravaram,1.0,Moderate,102,PM10
2023-06-18,Rajamahendravaram,1.0,Satisfactory,87,PM10
2023-06-19,Rajamahendravaram,1.0,Satisfactory,89,PM10
2023-06-20,Rajamahendravaram,1.0,Satisfactory,77,PM10
2023-06-21,Rajamahendravaram,1.0,Good,43,PM10
2023-06-22,Rajamahendravaram,1.0,Good,47,PM10
2023-06-23,Rajamahendravaram,1.0,Good,44,PM10
2023-06-24,Rajamahendravaram,1.0,Good,27,PM10
2023-06-25,Rajamahendravaram,1.0,Good,28,PM10
2023-06-26,Rajamahendravaram,1.0,Good,23,PM10
2023-06-27,Rajamahendravaram,1.0,Good,38,PM10
2023-06-28,Rajamahendravaram,1.0,Good,43,PM10
2023-06-29,Rajamahendravaram,1.0,Good,33,PM10
2023-06-30,Rajamahendravaram,1.0,Good,27,PM10
2023-07-01,Rajamahendravaram,1.0,Good,36,PM10
2023-07-02,Rajamahendravaram,1.0,Good,40,PM10
2023-07-03,Rajamahendravaram,1.0,Good,44,PM10
2023-07-04,Rajamahendravaram,1.0,Good,31,CO
2023-07-05,Rajamahendravaram,1.0,Good,26,CO
2023-07-06,Rajamahendravaram,1.0,Good,18,CO
2023-07-07,Rajamahendravaram,1.0,Good,22,PM10
2023-07-08,Rajamahendravaram,1.0,Good,27,PM10
2023-07-09,Rajamahendravaram,1.0,Good,33,PM10
2023-07-10,Rajamahendravaram,1.0,Good,37,PM10
2023-07-11,Rajamahendravaram,1.0,Good,50,PM10
2023-07-12,Rajamahendravaram,1.0,Satisfactory,66,PM10
2023-07-13,Rajamahendravaram,1.0,Good,27,PM10
2023-07-14,Rajamahendravaram,1.0,Good,39,PM10
2023-07-15,Rajamahendravaram,1.0,Good,30,PM10
2023-07-16,Rajamahendravaram,1.0,Good,34,PM10
2023-07-17,Rajamahendravaram,1.0,Good,32,PM10
2023-07-18,Rajamahendravaram,1.0,Good,20,PM10
2023-07-19,Rajamahendravaram,1.0,Good,14,NO2
2023-07-20,Rajamahendravaram,1.0,Good,22,CO
2023-07-21,Rajamahendravaram,1.0,Good,19,CO
2023-07-22,Rajamahendravaram,1.0,Good,41,SO2
2023-07-23,Rajamahendravaram,1.0,Good,20,PM10
2023-07-24,Rajamahendravaram,1.0,Good,15,CO
2023-07-25,Rajamahendravaram,1.0,Good,14,CO
2023-07-26,Rajamahendravaram,1.0,Good,19,CO
2023-07-27,Rajamahendravaram,1.0,Good,15,CO
2023-07-28,Rajamahendravaram,1.0,Good,22,PM10
2023-07-29,Rajamahendravaram,1.0,Good,33,PM10
2023-07-30,Rajamahendravaram,1.0,Good,37,PM10
2023-07-31,Rajamahendravaram,1.0,Good,38,PM10
2023-08-01,Rajamahendravaram,1.0,Good,42,PM10
2023-08-02,Rajamahendravaram,1.0,Good,35,PM10
2023-08-03,Rajamahendravaram,1.0,Satisfactory,52,PM10
2023-08-04,Rajamahendravaram,1.0,Satisfactory,58,PM10
2023-08-05,Rajamahendravaram,1.0,Good,40,PM10
2023-08-06,Rajamahendravaram,1.0,Good,49,PM10
2023-08-07,Rajamahendravaram,1.0,Satisfactory,57,PM10
2023-08-08,Rajamahendravaram,1.0,Satisfactory,73,PM10
2023-08-09,Rajamahendravaram,1.0,Satisfactory,83,PM10
2023-08-10,Rajamahendravaram,1.0,Satisfactory,81,PM10
2023-08-11,Rajamahendravaram,1.0,Satisfactory,64,PM10
2023-08-12,Rajamahendravaram,1.0,Satisfactory,56,PM10
2023-08-13,Rajamahendravaram,1.0,Satisfactory,57,PM10
2023-08-14,Rajamahendravaram,1.0,Satisfactory,54,PM10
2023-08-15,Rajamahendravaram,1.0,Satisfactory,56,PM10
2023-08-16,Rajamahendravaram,1.0,Good,48,O3
2023-08-17,Rajamahendravaram,1.0,Good,50,PM10
2023-08-18,Rajamahendravaram,1.0,Good,40,O3
2023-08-19,Rajamahendravaram,1.0,Good,38,O3
2023-08-20,Rajamahendravaram,1.0,Good,49,CO
2023-08-21,Rajamahendravaram,1.0,Satisfactory,55,PM10
2023-08-22,Rajamahendravaram,1.0,Good,50,O3
2023-08-23,Rajamahendravaram,1.0,Good,50,O3
2023-08-24,Rajamahendravaram,1.0,Satisfactory,57,O3
2023-08-25,Rajamahendravaram,1.0,Satisfactory,62,O3
2023-08-26,Rajamahendravaram,1.0,Satisfactory,52,O3
2023-08-27,Rajamahendravaram,1.0,Good,39,O3
2023-08-28,Rajamahendravaram,1.0,Good,36,PM10
2023-08-29,Rajamahendravaram,1.0,Satisfactory,68,PM10
2023-08-30,Rajamahendravaram,1.0,Moderate,120,PM10
2023-08-31,Rajamahendravaram,1.0,Satisfactory,83,PM10
2023-09-01,Rajamahendravaram,1.0,Satisfactory,68,PM10
2023-09-02,Rajamahendravaram,1.0,Satisfactory,59,O3
2023-09-03,Rajamahendravaram,1.0,Satisfactory,90,O3
2023-09-04,Rajamahendravaram,1.0,Satisfactory,78,O3
2023-09-05,Rajamahendravaram,1.0,Satisfactory,77,O3
2023-09-06,Rajamahendravaram,1.0,Satisfactory,64,O3
2023-09-07,Rajamahendravaram,1.0,Satisfactory,54,O3
2023-09-08,Rajamahendravaram,1.0,Satisfactory,94,O3
2023-09-09,Rajamahendravaram,1.0,Good,48,O3
2023-09-10,Rajamahendravaram,1.0,Satisfactory,56,O3
2023-09-11,Rajamahendravaram,1.0,Good,45,O3
2023-09-12,Rajamahendravaram,1.0,Good,43,O3
2023-09-13,Rajamahendravaram,1.0,Good,45,PM10
2023-09-14,Rajamahendravaram,1.0,Good,46,PM10
2023-09-15,Rajamahendravaram,1.0,Good,43,O3
2023-09-16,Rajamahendravaram,1.0,Good,44,O3
2023-09-19,Rajamahendravaram,1.0,Satisfactory,52,PM10
2023-09-20,Rajamahendravaram,1.0,Satisfactory,59,PM10
2023-09-21,Rajamahendravaram,1.0,Good,35,O3
2023-09-22,Rajamahendravaram,1.0,Good,31,O3
2023-09-23,Rajamahendravaram,1.0,Good,30,O3
2023-09-24,Rajamahendravaram,1.0,Good,33,PM10
2023-09-25,Rajamahendravaram,1.0,Good,33,O3
2023-09-26,Rajamahendravaram,1.0,Good,43,PM10
2023-09-27,Rajamahendravaram,1.0,Good,36,O3
2023-09-28,Rajamahendravaram,1.0,Good,37,O3
2023-09-29,Rajamahendravaram,1.0,Good,36,O3
2023-09-30,Rajamahendravaram,1.0,Good,34,PM10
2023-10-01,Rajamahendravaram,1.0,Good,32,O3
2023-10-02,Rajamahendravaram,1.0,Good,34,O3
2023-10-03,Rajamahendravaram,1.0,Good,48,PM10
2023-10-04,Rajamahendravaram,1.0,Satisfactory,55,PM10
2023-10-05,Rajamahendravaram,1.0,Satisfactory,96,PM10
2023-10-06,Rajamahendravaram,1.0,Moderate,118,PM10
2023-10-07,Rajamahendravaram,1.0,Moderate,113,PM10
2023-10-08,Rajamahendravaram,1.0,Moderate,108,PM10
2023-10-09,Rajamahendravaram,1.0,Satisfactory,89,PM10
2023-10-10,Rajamahendravaram,1.0,Satisfactory,80,PM10
2023-10-11,Rajamahendravaram,1.0,Satisfactory,66,PM10
2023-10-12,Rajamahendravaram,1.0,Satisfactory,90,PM10
2023-10-13,Rajamahendravaram,1.0,Moderate,113,PM10
2023-10-14,Rajamahendravaram,1.0,Moderate,115,PM10
2023-10-15,Rajamahendravaram,1.0,Moderate,116,PM10
2023-10-16,Rajamahendravaram,1.0,Satisfactory,100,PM10
2023-10-17,Rajamahendravaram,1.0,Moderate,113,PM10
2023-10-18,Rajamahendravaram,1.0,Moderate,106,PM10
2023-10-19,Rajamahendravaram,1.0,Moderate,143,PM2.5
2023-10-20,Rajamahendravaram,1.0,Moderate,108,PM2.5
2023-10-21,Rajamahendravaram,1.0,Satisfactory,79,PM10
2023-10-22,Rajamahendravaram,1.0,Satisfactory,97,PM10
2023-10-23,Rajamahendravaram,1.0,Satisfactory,84,PM10
2023-10-24,Rajamahendravaram,1.0,Satisfactory,90,PM10
2023-10-25,Rajamahendravaram,1.0,Satisfactory,99,PM10
2023-10-26,Rajamahendravaram,1.0,Satisfactory,87,PM10
2023-10-27,Rajamahendravaram,1.0,Satisfactory,80,PM10
2023-10-28,Rajamahendravaram,1.0,Moderate,109,PM2.5
2023-10-29,Rajamahendravaram,1.0,Moderate,188,PM2.5
2023-10-30,Rajamahendravaram,1.0,Moderate,131,PM2.5
2023-10-31,Rajamahendravaram,1.0,Satisfactory,98,PM10
2023-11-01,Rajamahendravaram,1.0,Satisfactory,93,PM10
2023-11-02,Rajamahendravaram,1.0,Satisfactory,52,PM10
2023-11-03,Rajamahendravaram,1.0,Good,38,PM10
2023-11-04,Rajamahendravaram,1.0,Good,29,PM10
2023-11-05,Rajamahendravaram,1.0,Good,27,NO2
2023-11-07,Rajamahendravaram,1.0,Good,42,PM10
2023-11-08,Rajamahendravaram,1.0,Satisfactory,80,PM10
2023-11-09,Rajamahendravaram,1.0,Satisfactory,99,PM10
2023-11-10,Rajamahendravaram,1.0,Moderate,121,PM2.5
2023-11-11,Rajamahendravaram,1.0,Moderate,145,PM2.5
2023-11-12,Rajamahendravaram,1.0,Moderate,153,PM2.5
2023-11-13,Rajamahendravaram,1.0,Poor,240,PM2.5
2023-11-14,Rajamahendravaram,1.0,Poor,232,PM2.5
2023-11-15,Rajamahendravaram,1.0,Moderate,173,PM2.5
2023-11-16,Rajamahendravaram,1.0,Moderate,169,PM2.5
2023-11-17,Rajamahendravaram,1.0,Satisfactory,81,PM10
2023-11-18,Rajamahendravaram,1.0,Satisfactory,75,PM10
2023-11-19,Rajamahendravaram,1.0,Satisfactory,65,PM10
2023-11-20,Rajamahendravaram,1.0,Satisfactory,61,PM10
