date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2019-06-08,Amaravati,1.0,Satisfactory,63,OZONE
2019-06-09,Amaravati,1.0,Satisfactory,82,OZONE
2019-06-10,Amaravati,1.0,Satisfactory,65,PM10
2019-06-11,Amaravati,1.0,Satisfactory,52,PM10
2019-06-12,Amaravati,1.0,Good,44,PM10
2019-06-14,Amaravati,1.0,Good,34,OZONE
2019-06-15,Amaravati,1.0,Satisfactory,55,PM10
2019-06-17,Amaravati,1.0,Satisfactory,72,PM10
2019-06-18,Amaravati,1.0,Satisfactory,56,PM10
2019-06-19,Amaravati,1.0,Satisfactory,77,PM10
2019-06-20,Amaravati,1.0,Satisfactory,52,PM10
2019-06-21,Amaravati,1.0,Good,35,PM10
2019-06-22,Amaravati,1.0,Good,40,PM10
2019-06-23,Amaravati,1.0,Good,41,OZONE
2019-06-24,Amaravati,1.0,Good,50,OZONE
2019-06-25,Amaravati,1.0,Good,50,OZONE
2019-06-26,Amaravati,1.0,Good,47,NO2
2019-06-27,Amaravati,1.0,Good,36,NO2
2019-06-28,Amaravati,1.0,Good,34,OZONE
2019-06-29,Amaravati,1.0,Good,36,OZONE
2019-06-30,Amaravati,1.0,Good,45,OZONE
2019-07-01,Amaravati,1.0,Good,32,NO2
2019-07-02,Amaravati,1.0,Good,38,NO2
2019-07-03,Amaravati,1.0,Good,38,NO2
2019-07-04,Amaravati,1.0,Good,37,NO2
2019-07-05,Amaravati,1.0,Good,32,NO2
2019-07-06,Amaravati,1.0,Good,30,PM10
2019-07-07,Amaravati,1.0,Good,44,PM10
2019-07-08,Amaravati,1.0,Good,32,PM10
2019-07-09,Amaravati,1.0,Good,37,PM10
2019-07-10,Amaravati,1.0,Good,31,NO2
2019-07-11,Amaravati,1.0,Good,31,NO2
2019-07-12,Amaravati,1.0,Good,35,NO2
2019-07-13,Amaravati,1.0,Good,35,PM10
2019-07-14,Amaravati,1.0,Good,35,OZONE
2019-07-15,Amaravati,1.0,Good,32,OZONE
2019-07-16,Amaravati,1.0,Good,35,OZONE
2019-07-17,Amaravati,1.0,Satisfactory,56,PM10
2019-07-18,Amaravati,1.0,Good,46,PM10
2019-07-19,Amaravati,1.0,Good,41,OZONE
2019-07-20,Amaravati,1.0,Good,42,OZONE
2019-07-21,Amaravati,1.0,Good,43,OZONE
2019-07-22,Amaravati,1.0,Good,36,OZONE
2019-07-23,Amaravati,1.0,Good,26,PM10
2019-07-26,Amaravati,1.0,Good,22,OZONE
2019-07-27,Amaravati,1.0,Good,28,CO
2019-07-28,Amaravati,1.0,Good,37,PM10
2019-07-29,Amaravati,1.0,Good,30,PM10
2019-07-30,Amaravati,1.0,Good,24,OZONE
2019-07-31,Amaravati,1.0,Good,26,OZONE
2019-08-01,Amaravati,1.0,Good,24,PM10
2019-08-02,Amaravati,1.0,Good,26,CO
2019-08-03,Amaravati,1.0,Good,22,OZONE
2019-08-04,Amaravati,1.0,Good,26,OZONE
2019-08-05,Amaravati,1.0,Good,27,OZONE
2019-08-06,Amaravati,1.0,Good,26,SO2
2019-08-07,Amaravati,1.0,Good,26,CO
2019-08-08,Amaravati,1.0,Good,23,OZONE
2019-08-09,Amaravati,1.0,Good,30,OZONE
2019-08-10,Amaravati,1.0,Good,36,PM10
2019-08-11,Amaravati,1.0,Good,42,PM10
2019-08-12,Amaravati,1.0,Good,50,PM10
2019-08-15,Amaravati,1.0,Good,45,PM10
2019-08-16,Amaravati,1.0,Good,43,PM10
2019-08-17,Amaravati,1.0,Good,34,OZONE
2019-08-28,Amaravati,1.0,Good,40,PM10
2019-08-29,Amaravati,1.0,Good,41,PM10
2019-08-30,Amaravati,1.0,Good,31,PM10
2019-10-08,Amaravati,1.0,Good,38,OZONE
2019-10-09,Amaravati,1.0,Good,46,PM2.5
2019-10-11,Amaravati,1.0,Good,34,PM10
2019-10-12,Amaravati,1.0,Good,40,OZONE
2019-10-13,Amaravati,1.0,Good,32,OZONE
2019-10-14,Amaravati,1.0,Good,33,CO
2019-10-15,Amaravati,1.0,Satisfactory,58,OZONE
2019-10-16,Amaravati,1.0,Satisfactory,78,PM2.5
2019-10-17,Amaravati,1.0,Good,41,PM10
2019-10-18,Amaravati,1.0,Good,39,OZONE
2019-10-19,Amaravati,1.0,Good,32,OZONE
2019-10-20,Amaravati,1.0,Good,40,OZONE
2019-10-21,Amaravati,1.0,Good,37,CO
2019-10-22,Amaravati,1.0,Good,30,OZONE
2019-10-23,Amaravati,1.0,Good,34,CO
2019-10-24,Amaravati,1.0,Good,43,OZONE
2019-10-25,Amaravati,1.0,Good,32,OZONE
2019-10-26,Amaravati,1.0,Good,38,OZONE
2019-10-27,Amaravati,1.0,Good,43,CO
2019-10-28,Amaravati,1.0,Satisfactory,79,PM2.5
2019-10-29,Amaravati,1.0,Good,44,OZONE
2019-10-30,Amaravati,1.0,Good,44,OZONE
2019-10-31,Amaravati,1.0,Good,37,OZONE
2019-11-01,Amaravati,1.0,Satisfactory,55,OZONE
2019-11-02,Amaravati,1.0,Good,44,OZONE
2019-11-03,Amaravati,1.0,Satisfactory,70,OZONE
2019-11-04,Amaravati,1.0,Satisfactory,99,PM2.5
2019-11-05,Amaravati,1.0,Moderate,136,PM2.5
2019-11-06,Amaravati,1.0,Moderate,197,PM2.5
2019-11-07,Amaravati,1.0,Moderate,196,PM2.5
2019-11-08,Amaravati,1.0,Moderate,167,PM2.5
2019-11-09,Amaravati,1.0,Moderate,167,PM2.5
2019-11-10,Amaravati,1.0,Moderate,122,PM2.5
2019-11-11,Amaravati,1.0,Satisfactory,68,PM10
2019-11-12,Amaravati,1.0,Satisfactory,68,PM10
2019-11-13,Amaravati,1.0,Satisfactory,73,PM10
2019-11-14,Amaravati,1.0,Satisfactory,87,PM10
2019-11-15,Amaravati,1.0,Moderate,109,PM2.5
2019-11-16,Amaravati,1.0,Moderate,113,PM2.5
2019-11-17,Amaravati,1.0,Moderate,131,PM2.5
2019-11-18,Amaravati,1.0,Satisfactory,80,PM10
2019-11-19,Amaravati,1.0,Satisfactory,82,PM2.5
2019-11-20,Amaravati,1.0,Moderate,181,PM2.5
2019-11-21,Amaravati,1.0,Moderate,126,PM2.5
2019-11-22,Amaravati,1.0,Satisfactory,89,PM2.5
2019-11-23,Amaravati,1.0,Moderate,102,PM2.5
2019-11-24,Amaravati,1.0,Moderate,143,PM2.5
2019-11-25,Amaravati,1.0,Moderate,176,PM2.5
2019-11-26,Amaravati,1.0,Moderate,169,PM2.5
2019-11-27,Amaravati,1.0,Moderate,144,PM2.5
2019-11-28,Amaravati,1.0,Moderate,130,PM2.5
2019-11-29,Amaravati,1.0,Satisfactory,64,PM10
2019-11-30,Amaravati,1.0,Satisfactory,92,PM2.5
2019-12-01,Amaravati,1.0,Satisfactory,88,PM2.5
2019-12-02,Amaravati,1.0,Moderate,107,PM2.5
2019-12-03,Amaravati,1.0,Moderate,123,PM2.5
2019-12-04,Amaravati,1.0,Moderate,160,PM2.5
2019-12-05,Amaravati,1.0,Moderate,161,PM2.5
2019-12-06,Amaravati,1.0,Moderate,187,PM2.5
2019-12-07,Amaravati,1.0,Moderate,166,PM2.5
2019-12-08,Amaravati,1.0,Satisfactory,73,PM2.5
2019-12-09,Amaravati,1.0,Satisfactory,55,PM10
2019-12-10,Amaravati,1.0,Satisfactory,56,PM10
2019-12-11,Amaravati,1.0,Moderate,104,PM2.5
2019-12-12,Amaravati,1.0,Satisfactory,71,PM10
2019-12-13,Amaravati,1.0,Satisfactory,65,PM2.5
2019-12-14,Amaravati,1.0,Satisfactory,62,PM2.5
2019-12-15,Amaravati,1.0,Satisfactory,73,PM2.5
2019-12-16,Amaravati,1.0,Satisfactory,75,PM2.5
2019-12-17,Amaravati,1.0,Moderate,111,PM2.5
2019-12-18,Amaravati,1.0,Moderate,143,PM2.5
2019-12-19,Amaravati,1.0,Moderate,156,PM2.5
2019-12-20,Amaravati,1.0,Moderate,181,PM2.5
2019-12-21,Amaravati,1.0,Moderate,170,PM2.5
2019-12-22,Amaravati,1.0,Moderate,165,PM2.5
2019-12-23,Amaravati,1.0,Moderate,150,PM2.5
2019-12-24,Amaravati,1.0,Moderate,135,PM2.5
2019-12-25,Amaravati,1.0,Poor,208,PM2.5
2019-12-26,Amaravati,1.0,Satisfactory,96,PM2.5
2019-12-27,Amaravati,1.0,Satisfactory,72,PM10
2019-12-28,Amaravati,1.0,Satisfactory,86,PM2.5
2019-12-29,Amaravati,1.0,Moderate,152,PM2.5
2019-12-30,Amaravati,1.0,Moderate,128,PM2.5
2019-12-31,Amaravati,1.0,Satisfactory,79,PM2.5
2020-01-01,Amaravati,1.0,Moderate,109,PM2.5
2020-01-02,Amaravati,1.0,Satisfactory,73,PM2.5
2020-01-03,Amaravati,1.0,Satisfactory,81,PM2.5
2020-01-04,Amaravati,1.0,Good,32,PM10
2020-01-05,Amaravati,1.0,Satisfactory,59,PM2.5
2020-01-06,Amaravati,1.0,Satisfactory,56,O3
2020-01-07,Amaravati,1.0,Moderate,133,PM2.5
2020-01-08,Amaravati,1.0,Satisfactory,99,PM2.5
2020-01-09,Amaravati,1.0,Satisfactory,69,PM2.5
2020-01-10,Amaravati,1.0,Satisfactory,73,PM10
2020-01-11,Amaravati,1.0,Moderate,123,PM2.5
2020-01-12,Amaravati,1.0,Moderate,167,PM2.5
2020-01-13,Amaravati,1.0,Moderate,175,PM2.5
2020-01-14,Amaravati,1.0,Moderate,169,PM2.5
2020-01-15,Amaravati,1.0,Moderate,152,PM2.5
2020-01-16,Amaravati,1.0,Moderate,112,PM2.5
2020-01-17,Amaravati,1.0,Satisfactory,79,PM2.5
2020-01-18,Amaravati,1.0,Satisfactory,53,PM2.5
2020-01-19,Amaravati,1.0,Satisfactory,59,PM2.5
2020-01-20,Amaravati,1.0,Satisfactory,55,PM10
2020-01-21,Amaravati,1.0,Satisfactory,61,PM10
2020-01-22,Amaravati,1.0,Satisfactory,57,PM10
2020-01-23,Amaravati,1.0,Satisfactory,99,PM2.5
2020-01-24,Amaravati,1.0,Moderate,111,PM2.5
2020-01-25,Amaravati,1.0,Satisfactory,94,PM2.5
2020-01-26,Amaravati,1.0,Satisfactory,66,PM2.5
2020-01-27,Amaravati,1.0,Satisfactory,62,O3
2020-01-28,Amaravati,1.0,Satisfactory,61,PM10
2020-01-29,Amaravati,1.0,Satisfactory,58,PM10
2020-01-30,Amaravati,1.0,Satisfactory,56,PM10
2020-01-31,Amaravati,1.0,Satisfactory,56,PM10
2020-02-01,Amaravati,1.0,Good,46,PM10
2020-02-02,Amaravati,1.0,Good,43,PM10
2020-02-03,Amaravati,1.0,Good,47,PM10
2020-02-04,Amaravati,1.0,Good,50,PM10
2020-02-05,Amaravati,1.0,Good,46,O3
2020-02-06,Amaravati,1.0,Good,45,PM10
2020-02-07,Amaravati,1.0,Good,44,O3
2020-02-08,Amaravati,1.0,Good,44,O3
2020-02-09,Amaravati,1.0,Satisfactory,56,PM10
2020-02-10,Amaravati,1.0,Satisfactory,63,PM2.5
2020-02-11,Amaravati,1.0,Satisfactory,72,PM2.5
2020-02-12,Amaravati,1.0,Satisfactory,94,PM2.5
2020-02-13,Amaravati,1.0,Moderate,114,PM2.5
2020-02-14,Amaravati,1.0,Satisfactory,82,PM2.5
2020-02-15,Amaravati,1.0,Moderate,122,PM2.5
2020-02-16,Amaravati,1.0,Satisfactory,75,PM2.5
2020-02-17,Amaravati,1.0,Satisfactory,52,PM10
2020-02-18,Amaravati,1.0,Satisfactory,62,PM10
2020-02-19,Amaravati,1.0,Satisfactory,65,PM10
2020-02-20,Amaravati,1.0,Satisfactory,80,PM2.5
2020-02-21,Amaravati,1.0,Satisfactory,70,PM2.5
2020-02-22,Amaravati,1.0,Satisfactory,54,PM10
2020-02-23,Amaravati,1.0,Satisfactory,62,O3
2020-02-24,Amaravati,1.0,Satisfactory,58,PM2.5
2020-02-25,Amaravati,1.0,Good,48,PM10
2020-02-26,Amaravati,1.0,Satisfactory,57,PM10
2020-02-27,Amaravati,1.0,Satisfactory,68,PM10
2020-02-28,Amaravati,1.0,Satisfactory,60,O3
2020-02-29,Amaravati,1.0,Satisfactory,62,O3
2020-03-01,Amaravati,1.0,Satisfactory,63,O3
2020-03-02,Amaravati,1.0,Satisfactory,62,PM2.5
2020-03-03,Amaravati,1.0,Satisfactory,70,PM2.5
2020-03-04,Amaravati,1.0,Satisfactory,64,PM2.5
2020-03-05,Amaravati,1.0,Good,40,PM2.5
2020-03-06,Amaravati,1.0,Good,37,O3
2020-03-07,Amaravati,1.0,Good,32,O3
2020-03-08,Amaravati,1.0,Good,33,O3
2020-03-09,Amaravati,1.0,Good,27,O3
2020-03-10,Amaravati,1.0,Good,33,SO2
2020-03-11,Amaravati,1.0,Good,31,O3
2020-03-12,Amaravati,1.0,Good,34,O3
2020-03-13,Amaravati,1.0,Good,31,O3
2020-03-14,Amaravati,1.0,Good,44,PM10
2020-03-15,Amaravati,1.0,Good,48,PM10
2020-03-16,Amaravati,1.0,Good,44,PM10
2020-03-17,Amaravati,1.0,Satisfactory,56,PM2.5
2020-03-18,Amaravati,1.0,Good,44,O3
2020-03-19,Amaravati,1.0,Good,43,O3
2020-03-20,Amaravati,1.0,Good,39,O3
2020-03-21,Amaravati,1.0,Good,34,O3
2020-03-22,Amaravati,1.0,Good,38,PM10
2020-03-23,Amaravati,1.0,Satisfactory,54,PM10
2020-03-24,Amaravati,1.0,Good,41,PM10
2020-03-25,Amaravati,1.0,Satisfactory,96,CO
2020-03-26,Amaravati,1.0,Satisfactory,60,CO
2020-03-27,Amaravati,1.0,Good,48,PM10
2020-03-28,Amaravati,1.0,Satisfactory,54,O3
2020-03-29,Amaravati,1.0,Satisfactory,54,PM10
2020-03-31,Amaravati,1.0,Satisfactory,60,O3
2020-04-01,Amaravati,1.0,Satisfactory,68,PM10
2020-04-02,Amaravati,1.0,Satisfactory,58,PM10
2020-04-03,Amaravati,1.0,Satisfactory,57,PM10
2020-04-04,Amaravati,1.0,Satisfactory,55,PM2.5
2020-04-05,Amaravati,1.0,Good,50,PM10
2020-04-06,Amaravati,1.0,Good,36,PM10
2020-04-07,Amaravati,1.0,Good,29,PM10
2020-04-08,Amaravati,1.0,Good,32,O3
2020-04-09,Amaravati,1.0,Satisfactory,53,O3
2020-04-10,Amaravati,1.0,Good,48,O3
2020-04-11,Amaravati,1.0,Good,35,O3
2020-04-12,Amaravati,1.0,Good,37,O3
2020-04-13,Amaravati,1.0,Good,37,PM10
2020-04-14,Amaravati,1.0,Good,46,PM10
2020-04-15,Amaravati,1.0,Good,48,PM10
2020-04-16,Amaravati,1.0,Good,40,PM10
2020-04-17,Amaravati,1.0,Good,34,O3
2020-04-18,Amaravati,1.0,Good,34,PM10
2020-04-19,Amaravati,1.0,Good,33,O3
2020-04-20,Amaravati,1.0,Good,26,O3
2020-04-21,Amaravati,1.0,Good,24,O3
2020-04-22,Amaravati,1.0,Good,25,PM10
2020-04-23,Amaravati,1.0,Good,27,O3
2020-04-24,Amaravati,1.0,Good,29,O3
2020-04-25,Amaravati,1.0,Good,41,O3
2020-04-26,Amaravati,1.0,Satisfactory,51,O3
2020-04-27,Amaravati,1.0,Good,43,O3
2020-04-28,Amaravati,1.0,Good,37,O3
2020-04-30,Amaravati,1.0,Satisfactory,53,PM10
2020-05-01,Amaravati,1.0,Good,45,O3
2020-05-02,Amaravati,1.0,Satisfactory,63,PM10
2020-05-03,Amaravati,1.0,Good,50,PM10
2020-05-04,Amaravati,1.0,Satisfactory,55,PM10
2020-05-06,Amaravati,1.0,Good,29,O3
2020-05-07,Amaravati,1.0,Good,43,PM10
2020-05-08,Amaravati,1.0,Good,35,PM10
2020-05-09,Amaravati,1.0,Satisfactory,58,PM10
2020-05-10,Amaravati,1.0,Good,31,O3
2020-05-11,Amaravati,1.0,Good,44,PM10
2020-05-12,Amaravati,1.0,Good,38,PM10
2020-05-13,Amaravati,1.0,Good,36,PM10
2020-05-14,Amaravati,1.0,Good,35,PM10
2020-05-15,Amaravati,1.0,Good,36,PM10
2020-05-16,Amaravati,1.0,Good,36,O3
2020-05-17,Amaravati,1.0,Good,42,PM10
2020-05-18,Amaravati,1.0,Good,41,PM10
2020-05-19,Amaravati,1.0,Satisfactory,72,PM10
2020-05-20,Amaravati,1.0,Satisfactory,96,PM10
2020-05-21,Amaravati,1.0,Moderate,107,PM10
2020-05-22,Amaravati,1.0,Satisfactory,100,PM10
2020-05-23,Amaravati,1.0,Satisfactory,82,PM10
2020-05-24,Amaravati,1.0,Satisfactory,61,PM10
2020-05-25,Amaravati,1.0,Satisfactory,56,PM10
2020-05-26,Amaravati,1.0,Satisfactory,73,PM10
2020-05-27,Amaravati,1.0,Satisfactory,66,PM10
2020-05-28,Amaravati,1.0,Satisfactory,65,PM10
2020-05-29,Amaravati,1.0,Satisfactory,71,PM10
2020-05-30,Amaravati,1.0,Satisfactory,61,PM10
2020-05-31,Amaravati,1.0,Satisfactory,62,PM10
2020-06-01,Amaravati,1.0,Good,45,PM10
2020-06-02,Amaravati,1.0,Good,36,PM10
2020-06-03,Amaravati,1.0,Good,35,PM10
2020-06-04,Amaravati,1.0,Good,36,PM10
2020-06-05,Amaravati,1.0,Good,33,O3
2020-06-06,Amaravati,1.0,Good,42,PM10
2020-06-07,Amaravati,1.0,Good,47,PM10
2020-06-08,Amaravati,1.0,Good,46,PM10
2020-06-09,Amaravati,1.0,Satisfactory,55,PM10
2020-06-10,Amaravati,1.0,Good,42,O3
2020-06-11,Amaravati,1.0,Good,40,O3
2020-06-12,Amaravati,1.0,Good,37,O3
2020-06-13,Amaravati,1.0,Good,41,O3
2020-06-14,Amaravati,1.0,Good,39,O3
2020-06-15,Amaravati,1.0,Good,35,O3
2020-06-16,Amaravati,1.0,Good,32,O3
2020-06-18,Amaravati,1.0,Good,35,O3
2020-06-19,Amaravati,1.0,Good,36,O3
2020-06-20,Amaravati,1.0,Good,47,O3
2020-06-21,Amaravati,1.0,Good,38,O3
2020-06-22,Amaravati,1.0,Good,43,PM10
2020-06-23,Amaravati,1.0,Good,45,O3
2020-06-24,Amaravati,1.0,Good,48,O3
2020-06-25,Amaravati,1.0,Good,49,O3
2020-06-26,Amaravati,1.0,Good,32,O3
2020-06-27,Amaravati,1.0,Good,43,O3
2020-06-28,Amaravati,1.0,Good,47,O3
2020-06-29,Amaravati,1.0,Satisfactory,56,O3
2020-06-30,Amaravati,1.0,Satisfactory,51,O3
2020-07-01,Amaravati,1.0,Good,41,O3
2020-07-02,Amaravati,1.0,Good,35,O3
2020-07-03,Amaravati,1.0,Good,35,O3
2020-07-04,Amaravati,1.0,Good,34,O3
2020-07-05,Amaravati,1.0,Good,29,O3
2020-07-06,Amaravati,1.0,Good,26,CO
2020-07-07,Amaravati,1.0,Good,35,O3
2020-07-08,Amaravati,1.0,Good,38,O3
2020-07-09,Amaravati,1.0,Good,34,O3
2020-07-10,Amaravati,1.0,Good,31,O3
2020-07-11,Amaravati,1.0,Good,35,O3
2020-07-12,Amaravati,1.0,Good,47,O3
2020-07-13,Amaravati,1.0,Good,44,O3
2020-07-14,Amaravati,1.0,Good,34,O3
2020-07-15,Amaravati,1.0,Good,27,O3
2020-07-16,Amaravati,1.0,Good,25,O3
2020-07-17,Amaravati,1.0,Good,35,O3
2020-07-18,Amaravati,1.0,Good,37,O3
2020-07-19,Amaravati,1.0,Good,34,O3
2020-07-20,Amaravati,1.0,Good,41,O3
2020-07-21,Amaravati,1.0,Good,31,O3
2020-07-22,Amaravati,1.0,Good,39,O3
2020-07-23,Amaravati,1.0,Good,28,O3
2020-07-24,Amaravati,1.0,Good,38,O3
2020-07-25,Amaravati,1.0,Good,39,O3
2020-07-26,Amaravati,1.0,Good,48,O3
2020-07-27,Amaravati,1.0,Good,37,O3
2020-07-28,Amaravati,1.0,Good,38,O3
2020-07-29,Amaravati,1.0,Good,40,O3
2020-07-30,Amaravati,1.0,Good,38,O3
2020-07-31,Amaravati,1.0,Good,49,O3
2020-08-01,Amaravati,1.0,Good,34,PM2.5
2020-08-02,Amaravati,1.0,Good,34,O3
2020-08-03,Amaravati,1.0,Good,29,O3
2020-08-04,Amaravati,1.0,Good,23,O3
2020-08-05,Amaravati,1.0,Good,33,O3
2020-08-06,Amaravati,1.0,Good,37,O3
2020-08-07,Amaravati,1.0,Good,37,O3
2020-08-08,Amaravati,1.0,Good,46,O3
2020-08-09,Amaravati,1.0,Good,47,O3
2020-08-10,Amaravati,1.0,Good,37,O3
2020-08-11,Amaravati,1.0,Satisfactory,51,O3
2020-08-12,Amaravati,1.0,Good,29,O3
2020-08-13,Amaravati,1.0,Good,31,O3
2020-08-14,Amaravati,1.0,Good,32,O3
2020-08-15,Amaravati,1.0,Good,31,O3
2020-08-16,Amaravati,1.0,Good,32,O3
2020-08-17,Amaravati,1.0,Good,33,O3
2020-08-18,Amaravati,1.0,Good,42,O3
2020-08-19,Amaravati,1.0,Good,33,O3
2020-08-20,Amaravati,1.0,Good,26,O3
2020-08-21,Amaravati,1.0,Good,38,O3
2020-08-22,Amaravati,1.0,Good,40,O3
2020-08-23,Amaravati,1.0,Good,40,O3
2020-08-24,Amaravati,1.0,Good,40,O3
2020-08-25,Amaravati,1.0,Good,43,O3
2020-08-26,Amaravati,1.0,Good,40,O3
2020-08-27,Amaravati,1.0,Satisfactory,54,CO
2020-08-28,Amaravati,1.0,Good,45,O3
2020-08-29,Amaravati,1.0,Good,39,O3
2020-08-30,Amaravati,1.0,Good,35,O3
2020-08-31,Amaravati,1.0,Good,44,O3
2020-09-01,Amaravati,1.0,Good,49,PM10
2020-09-02,Amaravati,1.0,Good,37,PM10
2020-09-03,Amaravati,1.0,Good,34,PM10
2020-09-04,Amaravati,1.0,Good,24,CO
2020-09-05,Amaravati,1.0,Good,28,O3
2020-09-06,Amaravati,1.0,Good,25,O3
2020-09-07,Amaravati,1.0,Good,31,O3
2020-09-08,Amaravati,1.0,Good,29,O3
2020-09-09,Amaravati,1.0,Good,31,O3
2020-09-10,Amaravati,1.0,Good,41,O3
2020-09-12,Amaravati,1.0,Good,33,O3
2020-09-13,Amaravati,1.0,Good,27,O3
2020-09-14,Amaravati,1.0,Good,27,O3
2020-09-15,Amaravati,1.0,Good,35,O3
2020-09-16,Amaravati,1.0,Good,32,O3
2020-09-17,Amaravati,1.0,Good,36,O3
2020-09-19,Amaravati,1.0,Good,34,O3
2020-09-21,Amaravati,1.0,Good,27,NO2
2020-09-22,Amaravati,1.0,Good,34,O3
2020-09-23,Amaravati,1.0,Good,44,O3
2020-09-24,Amaravati,1.0,Good,49,O3
2020-09-25,Amaravati,1.0,Good,49,O3
2020-09-26,Amaravati,1.0,Good,35,O3
2020-09-27,Amaravati,1.0,Good,36,O3
2020-09-28,Amaravati,1.0,Satisfactory,52,O3
2020-09-29,Amaravati,1.0,Satisfactory,58,PM10
2020-09-30,Amaravati,1.0,Good,46,PM2.5
2020-10-01,Amaravati,1.0,Satisfactory,57,O3
2020-10-02,Amaravati,1.0,Satisfactory,76,PM10
2020-10-03,Amaravati,1.0,Satisfactory,91,PM10
2020-10-04,Amaravati,1.0,Satisfactory,74,PM10
2020-10-05,Amaravati,1.0,Satisfactory,78,PM10
2020-10-06,Amaravati,1.0,Satisfactory,92,PM10
2020-10-07,Amaravati,1.0,Good,50,O3
2020-10-08,Amaravati,1.0,Satisfactory,59,PM2.5
2020-10-09,Amaravati,1.0,Satisfactory,64,O3
2020-10-10,Amaravati,1.0,Good,41,O3
2020-10-11,Amaravati,1.0,Good,31,O3
2020-10-12,Amaravati,1.0,Good,37,O3
2020-10-13,Amaravati,1.0,Good,40,O3
2020-10-14,Amaravati,1.0,Good,48,O3
2020-10-15,Amaravati,1.0,Satisfactory,56,O3
2020-10-16,Amaravati,1.0,Good,45,O3
2020-10-17,Amaravati,1.0,Satisfactory,58,O3
2020-10-18,Amaravati,1.0,Good,37,PM2.5
2020-10-19,Amaravati,1.0,Good,42,O3
2020-10-20,Amaravati,1.0,Good,34,O3
2020-10-21,Amaravati,1.0,Good,40,O3
2020-10-22,Amaravati,1.0,Satisfactory,67,O3
2020-10-23,Amaravati,1.0,Moderate,197,PM2.5
2020-10-24,Amaravati,1.0,Moderate,127,PM2.5
2020-10-25,Amaravati,1.0,Moderate,166,PM2.5
2020-10-26,Amaravati,1.0,Satisfactory,99,PM10
2020-10-27,Amaravati,1.0,Moderate,106,PM10
2020-10-28,Amaravati,1.0,Moderate,105,PM10
2020-10-29,Amaravati,1.0,Moderate,111,PM10
2020-10-30,Amaravati,1.0,Moderate,106,PM10
2020-10-31,Amaravati,1.0,Moderate,125,PM2.5
2020-11-01,Amaravati,1.0,Moderate,136,PM2.5
2020-11-02,Amaravati,1.0,Moderate,112,PM2.5
2020-11-03,Amaravati,1.0,Moderate,131,PM2.5
2020-11-04,Amaravati,1.0,Satisfactory,72,PM2.5
2020-11-05,Amaravati,1.0,Moderate,120,PM2.5
2020-11-06,Amaravati,1.0,Satisfactory,62,O3
2020-11-07,Amaravati,1.0,Satisfactory,81,O3
2020-11-08,Amaravati,1.0,Moderate,154,PM2.5
2020-11-09,Amaravati,1.0,Satisfactory,96,PM10
2020-11-10,Amaravati,1.0,Moderate,105,PM10
2020-11-11,Amaravati,1.0,Satisfactory,96,PM10
2020-11-12,Amaravati,1.0,Good,32,O3
2020-11-13,Amaravati,1.0,Good,49,O3
2020-11-14,Amaravati,1.0,Satisfactory,70,O3
2020-11-15,Amaravati,1.0,Satisfactory,86,PM2.5
2020-11-16,Amaravati,1.0,Satisfactory,63,O3
2020-11-17,Amaravati,1.0,Satisfactory,79,PM2.5
2020-11-18,Amaravati,1.0,Satisfactory,66,PM2.5
2020-11-19,Amaravati,1.0,Good,47,PM10
2020-11-20,Amaravati,1.0,Good,31,PM10
2020-11-21,Amaravati,1.0,Good,31,O3
2020-11-22,Amaravati,1.0,Satisfactory,74,PM10
2020-11-23,Amaravati,1.0,Satisfactory,52,PM10
2020-11-24,Amaravati,1.0,Moderate,138,PM2.5
2020-11-25,Amaravati,1.0,Satisfactory,98,PM2.5
2020-11-26,Amaravati,1.0,Satisfactory,54,PM2.5
2020-11-27,Amaravati,1.0,Good,25,O3
2020-11-28,Amaravati,1.0,Satisfactory,54,O3
2020-11-29,Amaravati,1.0,Satisfactory,60,O3
2020-11-30,Amaravati,1.0,Satisfactory,72,O3
2020-12-01,Amaravati,1.0,Satisfactory,85,PM10
2020-12-02,Amaravati,1.0,Moderate,111,PM2.5
2020-12-03,Amaravati,1.0,Satisfactory,100,PM2.5
2020-12-04,Amaravati,1.0,Satisfactory,76,PM10
2020-12-05,Amaravati,1.0,Moderate,102,PM2.5
2020-12-06,Amaravati,1.0,Moderate,117,PM2.5
2020-12-07,Amaravati,1.0,Satisfactory,66,PM10
2020-12-08,Amaravati,1.0,Satisfactory,74,PM2.5
2020-12-09,Amaravati,1.0,Moderate,118,PM2.5
2020-12-10,Amaravati,1.0,Satisfactory,89,PM2.5
2020-12-11,Amaravati,1.0,Satisfactory,84,PM2.5
2020-12-12,Amaravati,1.0,Moderate,149,PM2.5
2020-12-13,Amaravati,1.0,Moderate,175,PM2.5
2020-12-14,Amaravati,1.0,Moderate,193,PM2.5
2020-12-15,Amaravati,1.0,Moderate,164,PM2.5
2020-12-16,Amaravati,1.0,Moderate,161,PM2.5
2020-12-17,Amaravati,1.0,Moderate,140,PM2.5
2020-12-18,Amaravati,1.0,Moderate,164,PM2.5
2020-12-19,Amaravati,1.0,Moderate,187,PM2.5
2020-12-20,Amaravati,1.0,Poor,204,PM2.5
2020-12-21,Amaravati,1.0,Moderate,160,PM2.5
2020-12-22,Amaravati,1.0,Poor,205,PM2.5
2020-12-23,Amaravati,1.0,Poor,204,PM2.5
